Ticker,Date,Open,High,Low,Close,Volume,RSI
MSFT,2024-09-16,430.6000061035156,433.5299987792969,428.2200012207031,431.3399963378906,13834700,65.94969437911232
MSFT,2024-09-17,440.2300109863281,441.8500061035156,432.2699890136719,435.1499938964844,18874200,68.16090315828677
MSFT,2024-09-18,435.0,436.0299987792969,430.4100036621094,430.80999755859375,18898000,66.90647077955398
MSFT,2024-09-19,441.2300109863281,441.5,436.8999938964844,438.69000244140625,21706600,69.62997497868034
MSFT,2024-09-20,437.2200012207031,439.239990234375,434.2200012207031,435.2699890136719,55167100,64.04771014117159
MSFT,2024-09-23,434.2799987792969,436.4599914550781,430.3900146484375,433.510009765625,15128900,70.54106619385836
MSFT,2024-09-24,433.0,433.3500061035156,426.1000061035156,429.1700134277344,17015800,66.24461820960147
MSFT,2024-09-25,429.8299865722656,433.1199951171875,428.57000732421875,432.1099853515625,13396400,68.29681453093662
AAPL,2024-09-16,216.5399932861328,217.22000122070312,213.9199981689453,216.32000732421875,59357400,28.20988670887874
AAPL,2024-09-17,215.75,216.89999389648438,214.5,216.7899932861328,45519300,29.443990822385473
AAPL,2024-09-18,217.5500030517578,222.7100067138672,217.5399932861328,220.69000244140625,59894900,40.23567406162194
AAPL,2024-09-19,224.99000549316406,229.82000732421875,224.6300048828125,228.8699951171875,66781300,48.66975284536056
AAPL,2024-09-20,229.97000122070312,233.08999633789062,227.6199951171875,228.1999969482422,318679900,48.8392286645805
AAPL,2024-09-23,227.33999633789062,229.4499969482422,225.80999755859375,226.47000122070312,54146000,56.174899679493876
AAPL,2024-09-24,228.64999389648438,229.35000610351562,225.72999572753906,227.3699951171875,43556100,61.264677503545805
AAPL,2024-09-25,224.92999267578125,227.2899932861328,224.02000427246094,226.3699951171875,42308700,57.022164741368385
GOOGL,2024-09-16,157.30999755859375,158.25,156.60000610351562,158.05999755859375,18379800,39.03974761366782
GOOGL,2024-09-17,159.02000427246094,160.5500030517578,158.3800048828125,159.32000732421875,20715600,41.48127525749795
GOOGL,2024-09-18,159.86000061035156,160.5,158.60000610351562,159.80999755859375,23677300,44.95350936651763
GOOGL,2024-09-19,163.7100067138672,163.7899932861328,161.33999633789062,162.13999938964844,26587700,50.57361437106646
GOOGL,2024-09-20,163.5,163.72999572753906,162.05999755859375,163.58999633789062,40896400,50.33620137881164
GOOGL,2024-09-23,164.35000610351562,165.49000549316406,161.6699981689453,161.85000610351562,24150900,58.330252322082224
GOOGL,2024-09-24,163.02999877929688,163.22000122070312,160.69000244140625,162.2899932861328,23332100,61.02719155095794
GOOGL,2024-09-25,161.47000122070312,162.80999755859375,161.3000030517578,161.49000549316406,18869200,58.02190725360964
META,2024-09-16,524.5399780273438,534.0999755859375,517.4000244140625,533.280029296875,9527600,59.70440588364537
META,2024-09-17,537.5999755859375,542.0999755859375,530.5700073242188,536.3200073242188,11690800,61.31410307823102
META,2024-09-18,537.0700073242188,544.2000122070312,533.9000244140625,537.9500122070312,10323500,64.03660494886347
META,2024-09-19,550.0,562.0700073242188,546.52001953125,559.0999755859375,15647000,71.48866337920171
META,2024-09-20,560.0,564.5,556.2999877929688,561.3499755859375,22066800,71.23462952245187
META,2024-09-23,569.5,573.97998046875,562.4099731445312,564.4099731445312,12830700,79.98633851287934
META,2024-09-24,566.6799926757812,567.75,554.1900024414062,563.3300170898438,12993000,78.78034400286668
META,2024-09-25,564.0499877929688,576.8800048828125,563.719970703125,568.3099975585938,16543400,78.98596223861443
NVDA,2024-09-16,116.79000091552734,118.18000030517578,114.36000061035156,116.77999877929688,248772300,38.41046132496607
NVDA,2024-09-17,118.16999816894531,118.80000305175781,114.83000183105469,115.58999633789062,231925900,37.51227838931519
NVDA,2024-09-18,115.88999938964844,117.69999694824219,113.22000122070312,113.37000274658203,310318900,37.861963054184585
NVDA,2024-09-19,117.3499984741211,119.66000366210938,117.25,117.87000274658203,293506400,50.29851428526809
NVDA,2024-09-20,117.05999755859375,118.62000274658203,115.38999938964844,116.0,382462400,46.414127580562855
NVDA,2024-09-23,116.55000305175781,116.98999786376953,114.86000061035156,116.26000213623047,206228500,61.510594716452516
NVDA,2024-09-24,116.5199966430664,121.80000305175781,115.37999725341797,120.87000274658203,354966800,68.9405747004526
NVDA,2024-09-25,122.0199966430664,124.94000244140625,121.61000061035156,123.51000213623047,284692900,70.20327780303678
GOOG,2024-09-16,158.3300018310547,159.24000549316406,157.61000061035156,158.99000549316406,14157600,38.191136848521786
GOOG,2024-09-17,160.08999633789062,161.58999633789062,159.41000366210938,160.27999877929688,12064800,40.638432796325915
GOOG,2024-09-18,160.85000610351562,161.6300048828125,159.66000366210938,160.80999755859375,16756500,44.09222296271251
GOOG,2024-09-19,164.82000732421875,164.99000549316406,162.52200317382812,163.24000549316406,17548200,49.754317889453596
GOOG,2024-09-20,164.52000427246094,164.75,163.17999267578125,164.63999938964844,46362700,49.271316626433965
GOOG,2024-09-23,165.33999633789062,166.61000061035156,162.9499969482422,163.07000732421875,15648400,58.162523841838194
GOOG,2024-09-24,164.25,164.5500030517578,162.02999877929688,163.63999938964844,18774100,60.76042697554483
GOOG,2024-09-25,162.97000122070312,164.2169952392578,162.77499389648438,162.99000549316406,13607900,58.144712220338064
AVGO,2024-09-16,165.19000244140625,165.5,160.41000366210938,164.02000427246094,26126900,51.7966960639889
AVGO,2024-09-17,165.49000549316406,166.02000427246094,160.6999969482422,162.47000122070312,19844300,50.7225055597374
AVGO,2024-09-18,163.77000427246094,167.47000122070312,161.36000061035156,161.6699981689453,26557600,52.412556292206624
AVGO,2024-09-19,167.67999267578125,170.0,165.66000366210938,167.4199981689453,32453100,56.82676108059112
AVGO,2024-09-20,167.17999267578125,172.02000427246094,166.47000122070312,171.10000610351562,91758500,55.54810770223001
AVGO,2024-09-23,172.0,173.32000732421875,168.35000610351562,172.94000244140625,29431100,65.16634558821671
AVGO,2024-09-24,172.80999755859375,175.99000549316406,171.67999267578125,174.83999633789062,34223400,65.46268747813666
AVGO,2024-09-25,174.64999389648438,177.13999938964844,173.75999450683594,175.52000427246094,16613800,67.09851616481785
TSM,2024-09-16,169.91000366210938,170.55999755859375,166.77000427246094,169.0800018310547,12194300,48.368477670339615
TSM,2024-09-17,169.35000610351562,170.24000549316406,166.36000061035156,167.35000610351562,8629100,46.57973698639788
TSM,2024-09-18,168.4600067138672,171.60000610351562,167.0,167.27999877929688,9116000,47.89011119468981
TSM,2024-09-19,174.3800048828125,177.77999877929688,172.6300048828125,176.22000122070312,15855000,56.49936512870522
TSM,2024-09-20,174.8699951171875,176.02000427246094,173.64999389648438,174.0800018310547,18429800,52.2045255131116
TSM,2024-09-23,174.83999633789062,175.39999389648438,173.6999969482422,174.75999450683594,5794200,66.42116804060208
TSM,2024-09-24,179.5,182.77999877929688,177.0500030517578,181.97000122070312,14576100,70.98250459007936
TSM,2024-09-25,181.52000427246094,183.82000732421875,181.2100067138672,182.35000610351562,8280900,69.49614095892059
ORCL,2024-09-16,164.99000549316406,173.99000549316406,164.50999450683594,170.3300018310547,27384400,87.85360549389249
ORCL,2024-09-17,170.27999877929688,170.63999938964844,166.77000427246094,167.47000122070312,12580100,82.26131767673698
ORCL,2024-09-18,167.6199951171875,167.6199951171875,163.72999572753906,164.52999877929688,12274400,78.18912639135203
ORCL,2024-09-19,167.25,168.16000366210938,164.50999450683594,167.58999633789062,10075900,78.86862271505153
ORCL,2024-09-20,167.1300048828125,168.8300018310547,166.60000610351562,168.0,12187700,78.21678183027443
ORCL,2024-09-23,167.22999572753906,167.3300018310547,164.25999450683594,165.9499969482422,7916100,77.78944158745233
ORCL,2024-09-24,165.74000549316406,166.10000610351562,163.9199981689453,165.8000030517578,6155100,76.9412777929669
ORCL,2024-09-25,167.69000244140625,168.75,165.66000366210938,166.27999877929688,7142400,76.2358654939961
ADBE,2024-09-16,537.4000244140625,537.6900024414062,521.260009765625,521.5,5248200,32.013054576567654
ADBE,2024-09-17,524.2899780273438,527.0999755859375,514.5800170898438,515.030029296875,5164100,30.481416170452448
ADBE,2024-09-18,517.010009765625,517.5800170898438,506.489990234375,508.1300048828125,3997300,30.567312231514407
ADBE,2024-09-19,518.8099975585938,527.47998046875,518.02001953125,526.4400024414062,3582500,35.0107585737084
ADBE,2024-09-20,526.4400024414062,528.6300048828125,515.719970703125,522.2999877929688,6100700,31.834356188493587
ADBE,2024-09-23,525.7100219726562,532.0,524.9600219726562,527.8699951171875,2107000,35.178203883230665
ADBE,2024-09-24,527.719970703125,530.2999877929688,521.7100219726562,524.0700073242188,2842100,32.37846664018812
ADBE,2024-09-25,526.02001953125,526.1799926757812,516.239990234375,517.9000244140625,3211600,32.63692450950944
QCOM,2024-09-16,164.92999267578125,167.33999633789062,163.7899932861328,166.61000061035156,6510000,41.93122035744477
QCOM,2024-09-17,168.8800048828125,169.5,166.0800018310547,168.6999969482422,5828000,44.48893632497996
QCOM,2024-09-18,169.52000427246094,172.4199981689453,167.6999969482422,168.3000030517578,5877600,46.1219083598676
QCOM,2024-09-19,174.4199981689453,176.8000030517578,172.49000549316406,173.9199981689453,10900000,54.517637715095226
QCOM,2024-09-20,172.69000244140625,173.07000732421875,164.3000030517578,168.9199981689453,27546400,43.38447868198411
QCOM,2024-09-23,168.4199981689453,169.97999572753906,165.35000610351562,165.9600067138672,9810000,53.47648732372611
QCOM,2024-09-24,167.4199981689453,169.36000061035156,165.97999572753906,166.9499969482422,9666800,52.13045355816727
QCOM,2024-09-25,166.27999877929688,168.58999633789062,165.75999450683594,168.27000427246094,5095500,56.05941667745695
CRM,2024-09-16,254.57000732421875,257.80999755859375,254.57000732421875,256.9100036621094,5367000,39.01114622578582
CRM,2024-09-17,258.7200012207031,259.3699951171875,254.75999450683594,255.19000244140625,5423400,37.08798225450373
CRM,2024-09-18,256.0,256.1199951171875,250.9600067138672,252.42999267578125,4436700,39.99999999999999
CRM,2024-09-19,260.7200012207031,269.5400085449219,258.04998779296875,265.989990234375,11022800,60.19988242210464
CRM,2024-09-20,266.010009765625,270.32000732421875,261.32000732421875,266.79998779296875,11463200,67.06777195455639
CRM,2024-09-23,267.25,268.05999755859375,262.239990234375,264.2099914550781,6034000,70.99037351705756
CRM,2024-09-24,269.8299865722656,272.4599914550781,266.2900085449219,270.44000244140625,7154500,75.6769020807311
CRM,2024-09-25,270.45001220703125,277.04998779296875,269.3800048828125,274.0899963378906,7920000,80.1335908356529
AMD,2024-09-16,151.6999969482422,154.44000244140625,150.91000366210938,152.0800018310547,27677800,51.63426090914571
AMD,2024-09-17,153.5500030517578,154.0399932861328,149.22999572753906,150.82000732421875,29889000,50.32258838571062
AMD,2024-09-18,150.89999389648438,152.82000732421875,148.00999450683594,148.2899932861328,26320100,52.010829647670796
AMD,2024-09-19,153.80999755859375,159.25,152.77000427246094,156.74000549316406,44500000,60.122372409066415
AMD,2024-09-20,156.0,157.4499969482422,152.47000122070312,155.9499969482422,40248200,56.93375897982283
AMD,2024-09-23,156.4499969482422,157.19000244140625,154.97000122070312,156.75,21728500,73.32234164021739
AMD,2024-09-24,157.4600067138672,159.63999938964844,154.5800018310547,158.32000732421875,27531200,71.752686740342
AMD,2024-09-25,158.5,162.9499969482422,158.17999267578125,162.02000427246094,35233300,76.63991399202928
INTC,2024-09-16,20.030000686645508,21.06999969482422,19.760000228881836,20.90999984741211,149337000,54.77272855348835
INTC,2024-09-17,21.709999084472656,22.579999923706055,21.239999771118164,21.469999313354492,196249800,57.478631477166324
INTC,2024-09-18,21.360000610351562,21.739999771118164,20.719999313354492,20.770000457763672,118727900,56.04166683223515
INTC,2024-09-19,21.280000686645508,21.690000534057617,21.030000686645508,21.139999389648438,99829200,55.34391720208674
INTC,2024-09-20,20.889999389648438,23.139999389648438,20.350000381469727,21.84000015258789,260377900,48.78640282287671
INTC,2024-09-23,22.43000030517578,22.81999969482422,22.030000686645508,22.559999465942383,184439100,67.52136937916043
